Date, Open, High, Low, Close
05/16/19,7559.95,7586.12,7475.16,7475.16
05/15/19,7671.16,7711.19,7576.71,7576.71
05/14/19,7718.31,7718.31,7577.72,7646.66
05/10/19,7755.94,7841.65,7719.43,7742.20
05/09/19,7857.75,7864.02,7755.62,7755.62
05/08/19,7902.64,7926.69,7754.95,7926.69
05/07/19,7871.51,7922.05,7861.34,7910.63
05/06/19,7972.86,7974.36,7851.16,7862.30
05/03/19,8004.27,8077.51,7967.98,7967.98
05/02/19,7952.52,8040.78,7946.79,8001.57
04/30/19,7891.57,7952.72,7888.87,7952.72
04/29/19,7861.22,7897.02,7846.33,7897.02
04/26/19,7892.90,7899.57,7839.52,7868.28
04/25/19,7848.45,7894.45,7831.62,7894.45
04/24/19,7799.06,7846.99,7799.06,7846.99
04/23/19,7827.03,7834.78,7769.72,7818.93
04/22/19,7840.23,7858.84,7818.04,7832.43
04/17/19,7832.71,7860.74,7823.86,7835.15
04/16/19,7800.06,7859.72,7799.13,7826.46
04/15/19,7887.78,7914.75,7787.98,7787.98
04/12/19,7970.96,7979.53,7880.82,7880.82
04/11/19,7990.71,7999.52,7955.80,7955.80
04/10/19,7976.44,8008.53,7953.14,8008.53
04/08/19,7879.47,7955.27,7879.47,7915.63
04/05/19,7866.41,7886.63,7866.41,7873.18
04/04/19,7892.62,7897.61,7835.74,7854.13
04/03/19,7880.48,7895.06,7860.51,7895.06
04/02/19,7854.35,7893.50,7854.35,7879.21
04/01/19,7923.16,7923.83,7809.61,7840.31
03/29/19,7891.09,7920.93,7887.47,7920.93
03/28/19,7897.72,7898.47,7856.09,7876.40
03/27/19,7915.91,7915.91,7840.64,7861.05
03/26/19,7875.30,7910.69,7869.43,7907.03
03/25/19,7994.34,7994.34,7808.32,7863.02
03/22/19,7956.67,8032.40,7951.06,8013.42
03/21/19,7875.78,7954.72,7869.31,7954.72
03/20/19,7848.16,7875.62,7823.60,7858.20
03/19/19,7863.70,7878.80,7843.41,7843.41
03/18/19,7794.58,7873.02,7760.51,7873.02
03/15/19,7748.07,7798.28,7701.74,7798.28
03/14/19,7741.78,7763.97,7718.77,7750.42
03/13/19,7725.62,7766.15,7724.79,7766.15
03/12/19,7728.22,7773.61,7728.22,7747.54
03/11/19,7815.28,7823.80,7708.72,7708.72
03/08/19,7868.50,7884.46,7797.11,7797.11
03/07/19,7806.50,7881.79,7795.21,7881.79
03/06/19,7674.56,7821.34,7674.56,7821.34
03/05/19,7700.38,7734.71,7667.14,7670.62
03/04/19,7631.90,7698.44,7595.92,7675.47
03/01/19,7711.70,7754.45,7587.99,7641.77
02/28/19,7919.99,7919.99,7705.49,7705.49
02/27/19,7962.10,7972.69,7877.63,7889.12
02/26/19,7996.15,7996.15,7945.03,7988.16
02/22/19,7940.29,7962.13,7894.56,7962.13
02/21/19,7946.66,7946.66,7892.58,7931.30
02/20/19,7849.08,7944.59,7848.47,7939.24
02/19/19,7923.36,7938.79,7830.63,7833.75
02/18/19,7924.60,7964.05,7910.58,7910.58
02/15/19,7965.17,7999.84,7908.89,7908.89
02/14/19,7960.19,7996.21,7920.62,7991.25
02/13/19,8040.34,8040.43,7889.46,7920.24
02/12/19,8076.60,8083.53,7984.42,8009.92
02/11/19,8088.34,8105.58,8061.54,8061.54
02/08/19,8091.70,8096.47,8035.84,8070.89
02/07/19,8093.17,8127.08,8087.73,8100.30
02/06/19,8091.45,8213.71,8058.45,8058.45
02/04/19,8131.55,8148.88,8068.74,8069.48
02/01/19,8038.65,8165.66,8038.65,8144.16
01/31/19,7999.41,8099.23,7999.41,8007.48
01/30/19,8038.77,8046.95,7912.16,7979.95
01/29/19,8086.93,8087.39,8014.94,8050.82
01/28/19,8071.12,8143.61,8042.20,8053.92
01/25/19,8075.66,8116.23,8038.94,8053.20
01/24/19,8000.65,8068.48,8000.65,8064.90
01/23/19,7941.05,7989.65,7901.64,7989.65
01/22/19,8023.84,8029.80,7979.14,8008.67
01/21/19,8055.48,8067.08,7964.06,8007.46
01/18/19,7932.11,8057.57,7919.50,8047.12
01/17/19,7866.42,7937.98,7865.13,7927.20
01/16/19,7983.46,7990.65,7848.70,7864.70
01/15/19,8009.08,8027.92,7976.43,8013.42
01/14/19,7886.40,8024.14,7818.95,8024.14
01/11/19,7965.44,7965.44,7855.69,7904.09
01/10/19,7931.87,7992.33,7898.63,7985.23
01/09/19,7775.21,7919.67,7765.91,7919.67
01/08/19,7820.26,7826.08,7702.12,7702.12
01/07/19,7800.88,7900.70,7787.66,7787.66
01/04/19,7657.18,7801.50,7657.18,7761.11
01/03/19,7507.48,7680.60,7490.28,7680.60
01/02/19,7496.57,7540.26,7465.76,7489.20
