Date, Open, High, Low, Close, Volume
05/10/21, 82.00, 82.90, 82.00, 82.90, 512660
05/07/21, 82.10, 82.50, 81.00, 82.00, 2812010
05/06/21, 81.45, 82.35, 80.00, 82.20, 2032460
05/05/21, 82.00, 82.25, 81.50, 81.50, 913790
05/04/21, 82.05, 82.50, 82.00, 82.25, 878710
05/03/21, 82.80, 83.40, 82.00, 82.00, 611090
04/30/21, 82.80, 83.50, 82.70, 82.80, 3230240
04/29/21, 83.00, 83.50, 82.95, 83.50, 1143940
04/28/21, 82.95, 83.00, 82.00, 83.00, 1111320
04/27/21, 83.20, 83.20, 82.20, 83.00, 500910
04/26/21, 81.75, 83.25, 81.75, 83.00, 796310
04/23/21, 82.50, 83.00, 81.50, 81.50, 631370
04/22/21, 82.15, 82.90, 81.15, 82.20, 1777970
04/21/21, 83.00, 83.50, 82.10, 82.10, 352480
04/20/21, 83.60, 84.00, 82.50, 83.00, 1241510
04/19/21, 83.80, 83.80, 82.95, 83.00, 1774410
04/16/21, 83.00, 83.50, 82.55, 83.00, 1084170
04/15/21, 82.60, 83.00, 82.25, 83.00, 982380
04/14/21, 82.00, 83.50, 81.50, 83.50, 685170
04/13/21, 82.00, 82.70, 81.05, 81.50, 1839350
04/12/21, 82.55, 82.85, 82.20, 82.85, 1422550
04/08/21, 84.00, 84.20, 82.05, 83.70, 1875290
04/07/21, 83.05, 84.00, 83.00, 84.00, 772780
04/06/21, 83.00, 83.05, 82.10, 83.05, 1055000
04/05/21, 81.95, 83.00, 81.70, 83.00, 537650
