Date, Open, High, Low, Close, Volume
03/31/21, 84.10, 84.10, 81.50, 81.50, 2722550
03/30/21, 83.50, 84.35, 82.80, 84.20, 639820
03/29/21, 82.00, 84.80, 81.50, 84.60, 2911090
03/26/21, 83.60, 83.75, 82.45, 82.50, 2281440
03/25/21, 84.80, 84.80, 84.05, 84.05, 1240320
03/24/21, 83.30, 84.80, 82.10, 84.80, 1671080
03/23/21, 82.10, 83.40, 82.00, 83.40, 1073470
03/22/21, 82.00, 83.00, 81.50, 82.10, 1469180
03/19/21, 85.95, 86.15, 83.75, 84.00, 4022080
03/18/21, 83.80, 86.25, 83.75, 85.95, 4125490
03/17/21, 82.50, 83.80, 81.05, 83.80, 2505390
03/16/21, 80.25, 82.80, 80.00, 82.50, 1852970
03/15/21, 80.20, 80.60, 78.00, 80.20, 3632230
03/12/21, 81.00, 81.20, 79.90, 80.20, 4018570
03/11/21, 82.35, 82.45, 81.50, 81.50, 2299010
03/10/21, 82.35, 82.80, 82.20, 82.30, 1825050
03/09/21, 82.15, 82.85, 82.10, 82.10, 1856630
03/08/21, 86.50, 86.50, 82.00, 82.10, 2016600
03/05/21, 87.30, 87.35, 86.05, 86.50, 2620170
03/04/21, 88.00, 88.30, 87.00, 88.10, 2218300
03/03/21, 86.10, 88.80, 85.75, 88.80, 1874020
03/02/21, 86.80, 87.55, 86.00, 86.00, 1411190
03/01/21, 88.00, 88.00, 86.20, 87.30, 1464420
02/26/21, 84.00, 89.00, 83.50, 89.00, 5357610
02/24/21, 84.05, 84.40, 84.00, 84.10, 2540790
02/23/21, 85.50, 85.50, 84.05, 84.40, 2316150
02/22/21, 85.90, 85.90, 84.70, 85.50, 1319800
02/19/21, 84.00, 85.90, 83.70, 85.90, 3160410
02/18/21, 84.40, 85.00, 83.85, 84.00, 1854270
02/17/21, 85.70, 85.70, 83.90, 85.20, 2057770
02/16/21, 86.00, 86.00, 85.25, 85.80, 930130
02/15/21, 86.30, 86.30, 85.75, 85.90, 1082470
02/11/21, 85.00, 86.95, 85.00, 86.25, 1176590
02/10/21, 86.65, 87.15, 84.90, 85.00, 3538000
02/09/21, 86.10, 87.50, 86.10, 86.65, 2990990
02/08/21, 83.95, 86.30, 83.80, 86.10, 2649260
02/05/21, 83.00, 84.00, 83.00, 83.95, 3144190
